Trip_ID	LengthInFeet	DurationInSeconds	TotalAverageSpeed
18133749_2008-05-18 14:26:08.000:	1557.01	853	1.82533
18133172_2008-05-18 14:26:37.000:	1823.76	877	2.07954
18133638_2008-05-18 14:31:33.000:	1337.65	673	1.98759
18133857_2008-05-18 14:35:44.000:	1328.29	733	1.81213
18133438_2008-05-18 14:38:54.000:	2024.26	1285	1.5753
18133558_2008-05-18 14:41:12.000:	3444.6	2563	1.34397
18133670_2008-05-18 14:42:42.000:	2563.64	1544	1.66039
18133736_2008-05-18 14:43:57.000:	695.884	495	1.40583
18133639_2008-05-18 14:45:47.000:	768.395	692	1.1104
18133607_2008-05-18 14:48:48.000:	1311.79	978	1.3413
18133760_2008-05-18 14:50:36.000:	1036.18	685	1.51268
18133737_2008-05-18 14:50:42.000:	1147.04	646	1.77561
18133653_2008-05-18 14:57:43.000:	1420.69	1039	1.36736
18133754_2008-05-18 15:01:14.000:	1441.98	964	1.49583
18133637_2008-05-18 15:09:08.000:	2390.11	1591	1.50227
18133169_2008-05-18 15:10:57.000:	1007.99	578	1.74393
18133601_2008-05-18 15:12:40.000:	1593	827	1.92624
18133199_2008-05-18 15:15:01.000:	1832.83	938	1.95398
18133670_2008-05-18 15:17:49.000:	867.292	397	2.18462
18133671_2008-05-18 15:21:24.000:	1183.63	914	1.295
18133635_2008-05-18 15:22:41.000:	1158.26	948	1.22179
18133555_2008-05-18 15:24:49.000:	1854.21	1501	1.23532
18133623_2008-05-18 15:25:10.000:	1931.27	1137	1.69857
18133408_2008-05-18 15:29:22.000:	1159.6	684	1.69532
18133529_2008-05-18 15:30:06.000:	2173.55	1366	1.59118
18133749_2008-05-18 15:32:47.000:	2200.26	1213	1.8139
18133438_2008-05-18 15:34:12.000:	1167.93	1003	1.16444
18133700_2008-05-18 15:35:38.000:	737.728	357	2.06647
18133516_2008-05-18 15:38:48.000:	904.592	416	2.1745
18133406_2008-05-18 15:41:39.000:	2758.82	1595	1.72967
18133857_2008-05-18 15:47:21.000:	2364.22	1413	1.67319
18133170_2008-05-18 15:48:08.000:	2868.6	1757	1.63267
18133408_2008-05-18 15:48:55.000:	1007.1	559	1.80162
18133558_2008-05-18 15:49:53.000:	2674.76	1757	1.52234
18133199_2008-05-18 15:50:34.000:	2724.93	1598	1.70521
18133553_2008-05-18 15:55:23.000:	727.965	697	1.04443
18133555_2008-05-18 15:57:00.000:	1951.9	1048	1.8625
18133760_2008-05-18 16:00:16.000:	1449.17	749	1.93481
18133676_2008-05-18 16:00:29.000:	1119.34	937	1.1946
18133635_2008-05-18 16:01:22.000:	1118.19	567	1.97212
18133623_2008-05-18 16:03:12.000:	1439.03	836	1.72133
18133625_2008-05-18 16:06:02.000:	960.163	473	2.02994
18133407_2008-05-18 16:10:38.000:	1232.15	740	1.66507
18133412_2008-05-18 16:11:40.000:	519.853	366	1.42036
18133517_2008-05-18 16:12:23.000:	1230.54	510	2.41283
18133926_2008-05-18 16:13:07.000:	1368.46	954	1.43444
18133638_2008-05-18 16:16:17.000:	2332.6	1337	1.74465
18133529_2008-05-18 16:17:51.000:	1522.73	862	1.7665
18133671_2008-05-18 16:19:08.000:	2399.73	1335	1.79755
18133857_2008-05-18 16:20:37.000:	579.956	301	1.92676
18133516_2008-05-18 16:29:54.000:	2206.98	1436	1.53689
18133641_2008-05-18 16:32:36.000:	1100.15	759	1.44947
18133623_2008-05-18 16:32:51.000:	2045.41	1221	1.6752
18133676_2008-05-18 16:36:00.000:	1087.21	584	1.86165
18133417_2008-05-18 16:38:16.000:	1002.95	497	2.01801
18133635_2008-05-18 16:42:54.000:	1816.75	976	1.86142
18133140_2008-05-18 16:43:10.000:	7463.06	5793	1.28829
18133737_2008-05-18 16:45:22.000:	1216.82	857	1.41987
18133438_2008-05-18 16:47:38.000:	2631	1767	1.48896
18133165_2008-05-18 16:51:17.000:	4506.59	2867	1.57188
18133172_2008-05-18 16:51:47.000:	1733.59	1604	1.08079
18133623_2008-05-18 16:55:57.000:	1235.67	703	1.7577
18133199_2008-05-18 16:56:32.000:	3365.29	1877	1.79291
18133410_2008-05-18 16:57:49.000:	1067.75	951	1.12276
18133553_2008-05-18 16:59:42.000:	878.953	582	1.51023
18133857_2008-05-18 17:08:40.000:	2012.56	1473	1.3663
18133624_2008-05-18 17:09:49.000:	1869.09	1039	1.79893
18133760_2008-05-18 17:09:51.000:	1142.71	550	2.07765
18133700_2008-05-18 17:10:54.000:	1023.53	531	1.92756
18133601_2008-05-18 17:21:53.000:	2050.73	1161	1.76634
18133172_2008-05-18 17:23:53.000:	1511.77	869	1.73967
18133607_2008-05-18 17:24:56.000:	2040.54	907	2.24977
18133623_2008-05-18 17:26:12.000:	2000.35	973	2.05586
18133625_2008-05-18 17:37:00.000:	797.198	376	2.12021
18133639_2008-05-18 17:45:43.000:	1221.52	547	2.23313
18133653_2008-05-18 17:46:42.000:	2431.35	1983	1.2261
18133754_2008-05-18 17:53:14.000:	1202.63	783	1.53592
18133749_2008-05-18 17:53:24.000:	1264.68	783	1.61517
18133407_2008-05-18 17:53:38.000:	1020.68	522	1.95533
18133417_2008-05-18 17:53:41.000:	1606.76	1001	1.60516
18133555_2008-05-18 17:54:57.000:	2257.02	1250	1.80561
18133165_2008-05-18 17:55:39.000:	3253.91	1806	1.80172
18133676_2008-05-18 17:56:23.000:	1733	967	1.79214
18133410_2008-05-18 17:56:53.000:	1236.81	798	1.54989
18133402_2008-05-18 17:58:51.000:	2630.74	1568	1.67776
18133637_2008-05-18 17:59:46.000:	2181.18	1718	1.26961
18133899_2008-05-18 18:01:45.000:	1014.67	462	2.19626
18133671_2008-05-18 18:05:22.000:	1165.61	655	1.77956
18133749_2008-05-18 18:18:08.000:	1619.31	1184	1.36766
18133771_2008-05-18 18:32:36.000:	2831.47	1770	1.5997
18133140_2008-05-18 18:33:36.000:	2154.57	1324	1.62732
18133841_2008-05-18 18:35:06.000:	1555.3	926	1.67959
18133549_2008-05-18 18:36:29.000:	1219.65	1127	1.08221
18133760_2008-05-18 18:37:44.000:	2056.21	1412	1.45624
18133408_2008-05-18 18:38:34.000:	3304.04	2150	1.53676
18133553_2008-05-18 18:38:54.000:	2140.29	1249	1.7136
18133642_2008-05-18 18:39:30.000:	1609.88	1212	1.32828
18133625_2008-05-18 18:40:41.000:	3238.72	1724	1.87861
18133736_2008-05-18 18:40:43.000:	1980.64	1438	1.37736
18133624_2008-05-18 18:41:49.000:	2169.51	1608	1.3492
18133754_2008-05-18 18:42:49.000:	2543.35	1498	1.69783
18133671_2008-05-18 18:42:57.000:	1153.02	545	2.11563
18133169_2008-05-18 18:43:39.000:	1966.39	1300	1.51261
18133635_2008-05-18 18:44:40.000:	1269.35	760	1.6702
18133750_2008-05-18 18:46:57.000:	2363.99	1498	1.57809
18133142_2008-05-18 18:49:45.000:	1412.73	835	1.6919
18133165_2008-05-18 18:51:46.000:	2767.8	1738	1.59252
18133857_2008-05-18 18:53:44.000:	1556.95	1070	1.4551
18133540_2008-05-18 18:56:36.000:	1508.63	830	1.81763
18133700_2008-05-18 19:00:05.000:	1113.51	809	1.3764
18133422_2008-05-18 19:01:11.000:	1876.11	1389	1.35069
18133749_2008-05-18 19:04:37.000:	1233.97	776	1.59017
18133412_2008-05-18 19:07:34.000:	3242.83	1872	1.73228
18133607_2008-06-05 19:39:29.000>:	1374.01	889	1.54557
18133408_2008-06-05 19:44:19.000:	2402.41	1668	1.4403
18134009_2008-06-05 19:49:06.000:	816.893	404	2.02201
18133676_2008-06-05 19:54:20.000:	1129.26	560	2.01654
18133899_2008-06-05 19:56:01.000:	1313.85	657	1.99977
18133813_2008-06-05 20:02:33.000:	1371.12	1033	1.32731
18133760_2008-06-05 20:08:12.000:	1061.22	446	2.37942
18133529_2008-06-05 20:22:39.000:	1361.6	839	1.62288
18133857_2008-06-05 20:27:32.000:	1593.07	1090	1.46153
18133140_2008-06-05 20:34:20.000:	1631.06	818	1.99397
18133859_2008-06-05 20:42:44.000:	2265.48	1966	1.15233
18133859_2008-06-06 08:05:52.000:	1017.08	765	1.32951
18133140_2008-06-06 08:33:24.000:	2410.79	1716	1.40489
18133540_2008-06-06 08:35:35.000:	2941.56	2054	1.43211
18133410_2008-06-06 08:51:14.000:	1546	773	2
18133635_2008-06-06 08:53:32.000:	1329.85	819	1.62374
18133736_2008-06-06 09:05:30.000:	3505.43	1789	1.95944
18133750_2008-06-06 09:08:01.000:	2167.21	1238	1.75057
18133642_2008-06-06 09:10:34.000:	1507.68	799	1.88695
18133199_2008-06-06 09:12:32.000:	2058.7	1458	1.412
18133607_2008-06-06 09:14:05.000:	1664.48	904	1.84124
18133517_2008-06-06 09:16:54.000:	1016.67	595	1.70869
18133637_2008-06-06 09:33:16.000:	1430.09	667	2.14407
18133406_2008-06-06 09:39:30.000:	1842.61	1188	1.55102
18133142_2008-06-06 09:44:04.000:	734.735	447	1.6437
18133760_2008-06-06 09:47:14.000:	2162.82	1784	1.21234
18133407_2008-06-06 09:49:21.000:	4161.65	2022	2.05819
18133859_2008-06-06 09:52:24.000:	1938.82	1500	1.29255
18132961_2008-06-06 09:55:04.000:	3131.02	2172	1.44154
18133410_2008-06-06 10:02:54.000:	1582.63	921	1.71838
18133408_2008-06-06 10:06:02.000:	893.578	539	1.65784
18133407_2008-06-06 10:07:36.000:	797.152	489	1.63017
18133165_2008-06-06 10:08:50.000:	1802.13	979	1.84079
18133170_2008-06-06 10:13:10.000:	1783.89	1246	1.4317
18133750_2008-06-06 10:13:26.000:	1579.38	806	1.95953
18133553_2008-06-06 10:19:20.000:	2647.68	1565	1.69181
18133517_2008-06-06 10:27:19.000:	2225.15	1272	1.74933
18133165_2008-06-06 10:29:35.000:	1460.83	988	1.47858
18133670_2008-06-06 10:30:11.000:	2500.33	1544	1.61938
18133676_2008-06-06 10:31:03.000:	698.716	421	1.65966
18133412_2008-06-06 10:35:29.000:	2166.23	1268	1.70839
18133549_2008-06-06 10:47:21.000:	4389.37	3339	1.31458
18133859_2008-06-06 10:48:35.000:	936.083	516	1.81411
18133199_2008-06-06 10:51:07.000:	2528.14	1527	1.65562
18133529_2008-06-06 10:54:50.000:	3041.15	1491	2.03967
18133620_2008-06-06 10:55:58.000:	1263.36	579	2.18196
18133637_2008-06-06 11:10:07.000:	1622.11	1209	1.3417
18133555_2008-06-06 11:10:53.000:	3011.15	1549	1.94393
18133517_2008-06-06 11:11:40.000:	951.723	593	1.60493
18133653_2008-06-06 11:17:33.000:	939.371	587	1.60029
18133760_2008-06-06 11:23:43.000:	2838.26	2176	1.30435
18133199_2008-06-06 11:36:56.000:	1063.81	749	1.42031
18133408_2008-06-06 11:37:36.000:	1876.85	1690	1.11056
18133642_2008-06-06 11:38:45.000:	2281.88	1270	1.79676
18133406_2008-06-06 11:40:28.000:	1750.8	1008	1.7369
18133670_2008-06-06 11:43:10.000:	1413.08	963	1.46738
18133749_2008-06-06 11:46:16.000:	1707.29	875	1.95119
18133172_2008-06-06 11:48:35.000:	761.696	734	1.03773
18133676_2008-06-06 11:54:41.000:	3896.72	2537	1.53596
18133736_2008-06-06 11:55:30.000:	1294.16	773	1.67421
18133402_2008-06-06 11:58:44.000:	1073.15	569	1.88602
18133771_2008-06-06 12:01:54.000:	2881.16	1626	1.77193
18133417_2008-06-06 12:08:00.000:	2213.54	1883	1.17554
18133412_2008-06-06 12:09:46.000:	3404.04	2011	1.69271
18133899_2008-06-06 12:15:58.000:	1230.86	791	1.55608
18133760_2008-06-06 12:16:29.000:	1755.77	839	2.09269
18133408_2008-06-06 12:20:30.000:	983.978	586	1.67914
18133165_2008-06-06 12:24:42.000:	1470.73	1040	1.41416
18133601_2008-06-06 12:25:19.000:	1652.85	1204	1.3728
18133754_2008-06-06 12:25:39.000:	1715.05	1093	1.56912
18133926_2008-06-06 12:27:16.000:	2383.45	1629	1.46314
18133841_2008-06-06 12:28:42.000:	2821.58	1924	1.46652
18133670_2008-06-06 12:30:35.000:	1902.57	1098	1.73276
18133676_2008-06-06 12:38:14.000:	1892.73	1262	1.49979
18133623_2008-06-06 12:39:57.000:	4152.96	3044	1.36431
18133169_2008-06-06 12:40:41.000:	1063.04	803	1.32384
18133607_2008-06-06 12:40:43.000:	792.822	467	1.69769
18133760_2008-06-06 12:41:08.000:	1090.81	820	1.33025
18133700_2008-06-06 12:41:22.000:	1318.58	763	1.72815
18133771_2008-06-06 12:44:07.000:	1893.69	854	2.21744
18133639_2008-06-06 12:48:34.000:	1678.54	1045	1.60626
18133170_2008-06-06 12:52:27.000:	1964.27	1196	1.64237
18133859_2008-06-06 12:55:53.000:	2492.75	1881	1.32523
18133407_2008-06-06 13:00:39.000:	1586.27	955	1.66102
18133926_2008-06-06 13:07:00.000:	1459.53	1056	1.38213
18133642_2008-06-06 13:15:32.000:	2842.52	2160	1.31598
18133553_2008-06-06 13:17:13.000:	1797.97	997	1.80338
18133771_2008-06-06 13:17:17.000:	1185.77	529	2.24154
18133749_2008-06-06 13:25:19.000:	2312.08	1892	1.22203
18133142_2008-06-06 13:38:40.000:	1190.69	505	2.3578
18133637_2008-06-06 13:40:11.000:	2188.78	1514	1.44569
18133558_2008-06-06 13:47:52.000:	978.086	638	1.53305
18133620_2008-06-06 13:52:47.000:	1529.13	1141	1.34017
18133549_2008-06-06 13:54:30.000:	1186.99	613	1.93637
18133142_2008-06-06 13:59:31.000:	906.596	507	1.78816
18133623_2008-06-06 14:00:30.000:	1983.56	1360	1.4585
18133637_2008-06-06 14:01:13.000:	1449.59	845	1.7155
18133926_2008-06-06 14:01:35.000:	2362.93	1731	1.36506
18133555_2008-06-06 14:01:59.000:	898.503	541	1.66082
18133522_2008-06-06 14:11:56.000:	1332.44	887	1.50219
18133623_2008-06-06 14:17:13.000:	675.942	367	1.8418
18133859_2008-06-06 14:19:30.000:	2539.15	1662	1.52777
18133417_2008-06-06 14:30:33.000:	1904.96	1657	1.14964
18133553_2008-06-06 14:34:41.000:	1245.52	749	1.6629
18133671_2008-06-06 14:35:18.000:	798.776	539	1.48196
18132961_2008-06-06 14:38:39.000:	1309.35	723	1.811
18133749_2008-06-06 14:40:47.000:	1694.26	1187	1.42735
18133754_2008-06-06 14:43:10.000:	1087	607	1.79078
18133676_2008-06-06 14:44:46.000:	3437.96	2139	1.60727
18134009_2008-06-06 14:51:59.000:	2195.28	1194	1.83859
18133406_2008-06-06 14:53:16.000:	1938.19	1321	1.46721
18133623_2008-06-06 14:55:17.000:	1259.95	833	1.51254
18133172_2008-06-06 14:58:51.000:	747.324	600	1.24554
18133199_2008-06-06 15:04:51.000:	2600.28	1656	1.57022
18133637_2008-06-06 15:12:37.000:	1092.13	534	2.04519
18133601_2008-06-06 15:14:00.000:	1466.92	1007	1.45672
18133635_2008-06-06 15:15:36.000:	2233.3	1308	1.70742
18133417_2008-06-06 15:22:54.000:	2189.39	1275	1.71717
18133407_2008-06-06 15:25:15.000:	3028.44	1895	1.59812
18133670_2008-06-06 15:25:43.000:	1412.45	1068	1.32252
18133516_2008-06-06 15:27:52.000:	1156.03	674	1.71517
18133558_2008-06-06 15:28:19.000:	3631.06	2587	1.40358
18133750_2008-06-06 15:28:48.000:	3610.12	2748	1.31373
18133142_2008-06-06 15:28:58.000:	1885.15	988	1.90804
18133671_2008-06-06 15:33:19.000:	2689.75	1782	1.5094
18133170_2008-06-06 15:33:27.000:	1942.72	1214	1.60026
18133760_2008-06-06 15:37:44.000:	1490.69	980	1.52111
18132961_2008-06-06 15:41:46.000:	3021.1	2197	1.3751
18133653_2008-06-06 15:42:19.000:	1304.37	697	1.87141
18133676_2008-06-06 15:44:53.000:	1798.48	1065	1.68872
18133540_2008-06-06 15:45:10.000:	1537.69	623	2.46819
18133406_2008-06-06 15:46:33.000:	2489.64	1423	1.74957
18134009_2008-06-06 15:47:46.000:	2352.13	2113	1.11317
18133553_2008-06-06 15:49:46.000:	1675.27	1146	1.46184
18133637_2008-06-06 15:52:26.000:	1708.42	1242	1.37554
18133620_2008-06-06 15:59:18.000:	1429.64	688	2.07797
18133639_2008-06-06 16:05:02.000:	1138.27	635	1.79255
18133601_2008-06-06 16:05:21.000:	982.813	578	1.70037
18133635_2008-06-06 16:06:06.000:	1179.17	485	2.43128
18133522_2008-06-06 16:09:44.000:	1946.55	1199	1.62348
18133700_2008-06-06 16:12:55.000:	2975.72	2255	1.31961
18133736_2008-06-06 16:13:38.000:	1783.17	1037	1.71955
18133165_2008-06-06 16:15:18.000:	921.005	397	2.31991
18133625_2008-06-06 16:23:14.000:	1928.52	1589	1.21367
18133671_2008-06-06 16:25:00.000:	2407.68	1771	1.3595
18133407_2008-06-06 16:40:07.000:	2302.41	1500	1.53494
18133422_2008-06-06 16:40:59.000:	1551.86	740	2.0971
18133760_2008-06-06 16:42:48.000:	1319.4	819	1.61099
18133549_2008-06-06 16:44:34.000:	1667.77	1045	1.59595
18132961_2008-06-06 16:49:13.000:	1750.68	980	1.7864
18133813_2008-06-06 16:49:15.000:	908.481	512	1.77438
18133620_2008-06-06 16:53:13.000:	2058.57	1119	1.83965
18133555_2008-06-06 17:02:36.000:	2194.14	1409	1.55723
18133165_2008-06-06 17:03:22.000:	1768.32	1059	1.6698
18133172_2008-06-06 17:03:45.000:	1305.9	574	2.27509
18133140_2008-06-06 17:05:40.000:	1416.87	754	1.87913
18133540_2008-06-06 17:06:58.000:	2455.1	1214	2.02232
