UPC	Description	Categories (self defined)	Department	Price	Categories (self defined)	Category Ave Price 
00001600044820	BC SUPREME FUDGE BROWNIE	SNACKS/COOKIES/CANDY	GROCERY	$3.69 		3.217241379
00002066200012	NEWMANS OWN MICRO POPCORN	SNACKS/COOKIES/CANDY	GROCERY	$2.99 		3.217241379
00002066200015	NEWMANS OWN LT M/W POPCOR	SNACKS/COOKIES/CANDY	GROCERY	$2.99 		3.217241379
00002200000965	WRIGLEYS BIG RED	SNACKS/COOKIES/CANDY	GROCERY	$1.45 		3.217241379
00002800001159	BUTTERFINGER CANDY BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00002800008700	BIT-O-HONEY CANDY	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00002800013170	NESTLE CRUNCH BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00002800015088	NESTLE WHITE CRUNCH SINGL	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00002800020630	1 GRAND BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00002800021520	NESTLE SEMI SWEET CHOC MO	SNACKS/COOKIES/CANDY	GROCERY	$2.09 		3.217241379
00002840003764	SANTITAS - BLENDED CHIPS	SNACKS/COOKIES/CANDY	GROCERY	$2.29 		3.217241379
00002840005499	FRITOS REGULAR	SNACKS/COOKIES/CANDY	GROCERY	$2.89 		3.217241379
00002840005535	CHEETOS CRUNCHY FLAMIN HOT	SNACKS/COOKIES/CANDY	GROCERY	$2.89 		3.217241379
00002840006389	LAYS CLASSIC	SNACKS/COOKIES/CANDY	GROCERY	$0.99 		3.217241379
00002840006390	LAYS BBQ	SNACKS/COOKIES/CANDY	GROCERY	$0.99 		3.217241379
00002840006404	TOSTITOS HINT OF LIME	SNACKS/COOKIES/CANDY	GROCERY	$3.99 		3.217241379
00002840006405	TOSTITOS BITESIZED ROUNDS	SNACKS/COOKIES/CANDY	GROCERY	$3.99 		3.217241379
00002840006407	TOSTITOS GOLD	SNACKS/COOKIES/CANDY	GROCERY	$3.99 		3.217241379
00002840006440	FRITOS REGULAR	SNACKS/COOKIES/CANDY	GROCERY	$0.99 		3.217241379
00002840006458	DORITOS COOLER RANCH	SNACKS/COOKIES/CANDY	GROCERY	$6.00 		3.217241379
00002840006461	DORITOS NACHO CHEESE	SNACKS/COOKIES/CANDY	GROCERY	$6.00 		3.217241379
00002840006488	CHEETOS PUFFS	SNACKS/COOKIES/CANDY	GROCERY	$0.99 		3.217241379
00002840007122	SMARTFOOD POPCORN	SNACKS/COOKIES/CANDY	GROCERY	$2.89 		3.217241379
00002840007166	BAKED LAYS REGULAR	SNACKS/COOKIES/CANDY	GROCERY	$3.79 		3.217241379
00002840007299	LAYS BBQ	SNACKS/COOKIES/CANDY	GROCERY	$3.99 		3.217241379
00002840007342	LAYS SALT & VINEGAR	SNACKS/COOKIES/CANDY	GROCERY	$3.99 		3.217241379
00003010028089	TWNHSE TOPPERS ORIG	SNACKS/COOKIES/CANDY	GROCERY	$2.79 		3.217241379
00003010047324	KEEBLER CHSE/P/BTR CRKS	SNACKS/COOKIES/CANDY	GROCERY	$2.19 		3.217241379
00003400000152	REESE'S STICKS	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00003400000203	REESE STICKS KING SIZE	SNACKS/COOKIES/CANDY	GROCERY	$1.49 		3.217241379
00003400000240	HERSHEY MILK CHOCOLATE BA	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00003400000241	HERSHEY ALMOND CHOCOLATE	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00003400000245	HERSHEY SPECIAL DARK CHOC	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00003400000370	SKOR BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00003400000480	REESE'S KING SZ PNUT BUTT	SNACKS/COOKIES/CANDY	GROCERY	$1.49 		3.217241379
00003400013000	HERSHEY KISSES	SNACKS/COOKIES/CANDY	GROCERY	$4.59 		3.217241379
00003700037705	PRINGLES ORIGINAL	SNACKS/COOKIES/CANDY	GROCERY	$1.79 		3.217241379
00003700037708	PRINGLES CHEDDAR CHEESE	SNACKS/COOKIES/CANDY	GROCERY	$1.79 		3.217241379
00003940001635	BUSH VEG BKD BNS	SNACKS/COOKIES/CANDY	GROCERY	$2.49 		3.217241379
00003940001914	BUSH GRILLN STHRN PIT BBQ	SNACKS/COOKIES/CANDY	GROCERY	$2.49 		3.217241379
00004000000003	3 MUSKETEERS BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00004000000023	TWIX CARAMEL COOKIE BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00004000000032	M&M COATED CHOC PEANUTS	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00004000000051	STARBURSTS ORIGINAL	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00004000000102	SNICKER'S BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00004000000105	SNICKERS ALMOND BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00004000000155	STARBURST BAJA FRUIT	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00004000000156	STARBURST TROPICAL FRUIT	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00004000005760	SKITTLES BITE SIZE CANDIE	SNACKS/COOKIES/CANDY	GROCERY	$3.49 		3.217241379
00004111600519	TOPPS RING POP LOLLIPOP	SNACKS/COOKIES/CANDY	GROCERY	$0.59 		3.217241379
00004136400232	A/L RED TWISTS	SNACKS/COOKIES/CANDY	GROCERY	$1.99 		3.217241379
00004136400288	A/L MIXED BITES	SNACKS/COOKIES/CANDY	GROCERY	$3.19 		3.217241379
00004136408015	SOUR PUNCH BITES STRAWBER	SNACKS/COOKIES/CANDY	GROCERY	$1.39 		3.217241379
00004142074163	BLACK FOREST GUMMY BEARS	SNACKS/COOKIES/CANDY	GROCERY	$1.39 		3.217241379
00004300020001	JELLO STRAWBERRY GELATIN	SNACKS/COOKIES/CANDY	GROCERY	$1.29 		3.217241379
00004300029322	SURE JELL LOW SUGAR PECTI	SNACKS/COOKIES/CANDY	GROCERY	$2.99 		3.217241379
00004300095562	KA RKA CHERRY	SNACKS/COOKIES/CANDY	GROCERY	$1.00 		3.217241379
00004400000463	NABISCO H/M HONEY GRAHAMS	SNACKS/COOKIES/CANDY	GROCERY	$7.00 		3.217241379
00004400000665	NABISCO CHOC PINWHEELS	SNACKS/COOKIES/CANDY	GROCERY	$4.89 		3.217241379
00004400000820	NAB OREO CHOCLT SANDWICH	SNACKS/COOKIES/CANDY	GROCERY	$3.99 		3.217241379
00005150071030	ADAMS CRUNCHY PEANUT BTR	SNACKS/COOKIES/CANDY	GROCERY	$5.99 		3.217241379
00005150075016	ADAMS UNSALTED CRUNCHY PN	SNACKS/COOKIES/CANDY	GROCERY	$3.29 		3.217241379
00007045034381	DIAMOND SLIVERED ALMONDS	SNACKS/COOKIES/CANDY	GROCERY	$2.69 		3.217241379
00007097044790	MIKE & IKE ORIGINAL BOX	SNACKS/COOKIES/CANDY	GROCERY	$1.79 		3.217241379
00007115907824	CORNNUTS BBQ	SNACKS/COOKIES/CANDY	GROCERY	$1.49 		3.217241379
00007296511020	CUP-O-GOLD  BIG CUP	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00007667710019	FAMOUS AMOS CHOC CHIP	SNACKS/COOKIES/CANDY	GROCERY	$4.39 		3.217241379
00007797502242	SNYDERS NIBBLERS BAG	SNACKS/COOKIES/CANDY	GROCERY	$2.39 		3.217241379
00007797502275	SYNDERS HARD BOX PRETZLS	SNACKS/COOKIES/CANDY	GROCERY	$2.89 		3.217241379
00007797502967	SNYDERS PNB PRTZL SANDWCH	SNACKS/COOKIES/CANDY	GROCERY	$3.49 		3.217241379
00007920000164	WONKA SWEETARTS ROLL	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00007920000236	WONKA SPREE CHEWY	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00007920035026	WONKA FUN DIP	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00001200000017	PEPSI-COLA 24PK	SODA POP	SODA POP	$8.99 		$2.65 
00001200000129	PEPSI-COLA 2OZ	SODA POP	SODA POP	$1.69 		2.654778761
00001200000130	DIET PEPSI 2OZ	SODA POP	SODA POP	$1.69 		2.654778761
00001200000131	MOUNTAIN DEW 2OZ	SODA POP	SODA POP	$1.69 		2.654778761
00001200000157	AQUAFINA 1LITER	SODA POP	SODA POP	$1.29 		2.654778761
00001200000159	AQUAFINA 2OZ SINGLES	SODA POP	SODA POP	$1.69 		2.654778761
00001200000177	STARBUCKS DBLSHOT SINGLE	SODA POP	SODA POP	$2.79 		2.654778761
00001200000187	DOLE ORANGE JUICE 1%	SODA POP	SODA POP	$1.69 		2.654778761
00001200000230	PEPSI-COLA 2L	SODA POP	SODA POP	$1.89 		2.654778761
00001200000231	DIET PEPSI 2L	SODA POP	SODA POP	$1.89 		2.654778761
00001200000233	MOUNTAIN DEW 2L	SODA POP	SODA POP	$1.89 		2.654778761
00001200000294	PEPSI-COLA 1L	SODA POP	SODA POP	$1.79 		2.654778761
00001200000295	DIET PEPSI 1L	SODA POP	SODA POP	$1.79 		2.654778761
00001200000354	SIERRA MIST 2OZ	SODA POP	SODA POP	$1.69 		2.654778761
00001200000935	MUG ROOT BEER 2L	SODA POP	SODA POP	$1.89 		2.654778761
00001200001955	MT DEW AMP BIG RIG 24 OZ	SODA POP	SODA POP	$3.09 		2.654778761
00001200002766	MT DEW AMP RELAUNCH 16OZ	SODA POP	SODA POP	$2.09 		2.654778761
00001200080994	PEPSI-COLA 12PK	SODA POP	SODA POP	$4.99 		2.654778761
00001540002850	WF SODA COLA	SODA POP	SODA POP	$3.29 		2.654778761
00001540002865	WF GINGER ALE	SODA POP	SODA POP	$1.19 		2.654778761
00001540002869	WF COLA	SODA POP	SODA POP	$1.19 		2.654778761
00001540002961	WF TONIC WATER	SODA POP	SODA POP	$1.19 		2.654778761
00001540002962	WF CLUB SODA	SODA POP	SODA POP	$1.19 		2.654778761
00001657151117	TALK RAIN SPK PEACH 2L	SODA POP	SODA POP	$1.39 		2.654778761
00004100000421	LIPTON SWEET 6PACK	SODA POP	SODA POP	$8.49 		2.654778761
00004100000619	LIPTON UNSWEET 6PACK	SODA POP	SODA POP	$8.49 		2.654778761
00004100000992	LIPTON UNSWEET SINGLE	SODA POP	SODA POP	$1.69 		2.654778761
00004100000995	LIPTON RASPBERRY SINGLE	SODA POP	SODA POP	$1.69 		2.654778761
00004175500050	LJC APPLE JUICE	SODA POP	SODA POP	$1.15 		2.654778761
00004175500097	LANGERS PINE/ORNG/GUAVA	SODA POP	SODA POP	$1.15 		2.654778761
00004900000044	CLASSIC COKE CONTOUR 2OZ	SODA POP	SODA POP	$1.49 		2.654778761
00004900000045	DIET COKE CONTOUR 2OZ	SODA POP	SODA POP	$1.49 		2.654778761
00004900000639	CLASSIC COKE 2L	SODA POP	SODA POP	$1.79 		2.654778761
00004900000663	DIET COKE 2L	SODA POP	SODA POP	$1.79 		2.654778761
00004900000935	CF DIET COKE 2L	SODA POP	SODA POP	$1.79 		2.654778761
00004900002181	POWERADE FPU PWDR 1.4 LB	SODA POP	SODA POP	$2.99 		2.654778761
00004900002892	SPRITE FRIDG PK	SODA POP	SODA POP	$4.99 		2.654778761
00004900002933	CF CLASSIC COKE FRIDG PK	SODA POP	SODA POP	$4.99 		2.654778761
00004900003687	16OZCN24L FULL THROTTLE (	SODA POP	SODA POP	$1.89 		2.654778761
00004900004269	DTKP W/ SPLENDA FRIDGE PK	SODA POP	SODA POP	$4.99 		2.654778761
00004900004574	POWERADE FRUIT PUNCH	SODA POP	SODA POP	$5.00 		2.654778761
00004900004575	POWERADE MTN BLAST	SODA POP	SODA POP	$5.00 		2.654778761
00004900004576	POWERADE GRN SQUALL	SODA POP	SODA POP	$5.00 		2.654778761
00004900004578	POWERADE ARCTIC SHATTER	SODA POP	SODA POP	$5.00 		2.654778761
00004900004727	FULL THROTTLE BLUE DEMON	SODA POP	SODA POP	$1.89 		2.654778761
00007084781116	HNSN MNSTR ENRG 16OZ	SODA POP	SODA POP	$5.00 		2.654778761
00007084781121	HNSN M MNSTR ENRG LOCARB	SODA POP	SODA POP	$2.45 		2.654778761
00007084781185	MONSTER KHAOS 24 OZ	SODA POP	SODA POP	$2.59 		2.654778761
00007540300101	CALISTOGA SPARKLING WATER	SODA POP	SODA POP	$0.99 		2.654778761
00007618317044	SNAPPLE MANDRIN TAN RED T	SODA POP	SODA POP	$5.00 		2.654778761
00007618317049	SNAPPLE EARL GREY TEA 17.5 O	SODA POP	SODA POP	$5.00 		2.654778761
00007618317060	SNAPPLE PEACH MANGOSTEEN	SODA POP	SODA POP	$1.49 		2.654778761
00007618320203	SNAPPLE KIWI STRAW 2OZ	SODA POP	SODA POP	$1.19 		2.654778761
00007800000028	SEVEN UP 1LT	SODA POP	SODA POP	$1.65 		2.654778761
00007800000034	SEVEN UP 2LT	SODA POP	SODA POP	$4.00 		2.654778761
00007800000075	SEVEN UP DIET 2LT	SODA POP	SODA POP	$4.00 		2.654778761
00007800000162	SEVEN UP DIET 2OZ	SODA POP	SODA POP	$1.45 		2.654778761
00007800000940	VERNORS DT GNGR ALE 6/12	SODA POP	SODA POP	$3.59 		2.654778761
00007800001646	SQUIRT 2L	SODA POP	SODA POP	$4.00 		2.654778761
00007800004140	ROYAL CROWN COLA 2OZ	SODA POP	SODA POP	$1.45 		2.654778761
00007800006316	DT RITE COLA 12/12 CAN	SODA POP	SODA POP	$5.89 		2.654778761
00007800008240	DR PEPPER 2OZ	SODA POP	SODA POP	$1.69 		2.654778761
00007800011345	SUNKIST ORANGE 1 LTR	SODA POP	SODA POP	$1.65 		2.654778761
00007800015246	CANADA DRY GINGER ALE 2L	SODA POP	SODA POP	$1.79 		2.654778761
00007958199511	CALYPSO STRAW LMNADE 2OZ	SODA POP	SODA POP	$1.75 		2.654778761
00008079380391	NOS ENERGY	SODA POP	SODA POP	$1.99 		2.654778761
00008079380410	NOS ENERGY  SUGAR FREE	SODA POP	SODA POP	$1.99 		2.654778761
00008079380433	FUZE BLUEBERRY RASPBERRY	SODA POP	SODA POP	$1.69 		2.654778761
00008813099463	ARIZONA LEMON TEA-CAN	SODA POP	SODA POP	$0.99 		2.654778761
00009879490212	STEWARTS CHRY N'CRM SNGLE	SODA POP	SODA POP	$1.09 		2.654778761
00061126910900	RED BULL SF 4P/8OZ CAN	SODA POP	SODA POP	$5.99 		2.654778761
00061126954601	RED BULL 16.9OZ	SODA POP	SODA POP	$3.79 		2.654778761
00061126981899	RED BULL 24/12 CAN	SODA POP	SODA POP	$5.00 		2.654778761
00061126999100	RED BULL 8.3 OZ CAN	SODA POP	SODA POP	$2.15 		2.654778761
00061300871526	ARIZONA GREEN TEA 23.5 OZ	SODA POP	SODA POP	$0.99 		2.654778761
00062022120008	JONES ROOTBEER SINGLE	SODA POP	SODA POP	$1.19 		2.654778761
00062022130004	JONES WHOOPASS ENERGY DRI	SODA POP	SODA POP	$1.79 		2.654778761
00062022140110	JONES NAT BOHEM RASP	SODA POP	SODA POP	$1.75 		2.654778761
00063671140206	WIRED 2-3 MANG PASSN 1	SODA POP	SODA POP	$1.59 		2.654778761
00063671140700	WIRED B12 RUSH 16OZ CAN	SODA POP	SODA POP	$1.59 		2.654778761
00063671160030	CASCADE ICE SPK LEMONADE	SODA POP	SODA POP	$1.19 		2.654778761
00063791002783	BAWLS CHERRY 16 OZ	SODA POP	SODA POP	$2.29 		2.654778761
00063791021773	BAWLS GUARANA 1OZ GLASS	SODA POP	SODA POP	$1.95 		2.654778761
00065856423055	METROMINT PEPPERMINT WATE	SODA POP	SODA POP	$1.45 		2.654778761
00069604286215	ROMANO'S VANILLA BEAN	SODA POP	SODA POP	$1.35 		2.654778761
00073951000021	SOBE LEAN ENERGY	SODA POP	SODA POP	$4.00 		2.654778761
00073951000022	SOBE LEAN DIET MANGO MELON	SODA POP	SODA POP	$4.00 		2.654778761
00073951000161	SOBE ESSENTIAL ORANGE	SODA POP	SODA POP	$2.09 		2.654778761
00073951010090	SOBE NIRVANA	SODA POP	SODA POP	$4.00 		2.654778761
00073951040010	SOBE CRAN GRAPEFRUIT	SODA POP	SODA POP	$4.00 		2.654778761
00073951060025	SOBE LEAN DIET GREEN TEA	SODA POP	SODA POP	$4.00 		2.654778761
00073951090000	SOBE ENERGY	SODA POP	SODA POP	$4.00 		2.654778761
00073951090041	SOBE LIZ FUEL	SODA POP	SODA POP	$4.00 		2.654778761
00074014251201	SINGLE T/K BLK CHERRY	SODA POP	SODA POP	$5.89 		2.654778761
00074253500151	EARTH 2  1.5 LTR	SODA POP	SODA POP	$1.19 		2.654778761
00074253502100	EARTH2O WATER 1 LTR	SODA POP	SODA POP	$0.87 		2.654778761
00078616201000	GLACEAU POWER - C DRAGON	SODA POP	SODA POP	$1.39 		2.654778761
00078616204032	GLACEAU ESS ORNGE ORNGE	SODA POP	SODA POP	$3.00 		2.654778761
00078616207000	GLACEAU FOC KIWI/STRAW 2	SODA POP	SODA POP	$1.39 		2.654778761
00078616211000	GLACEAU REVIVE FRUIT PUNC	SODA POP	SODA POP	$1.39 		2.654778761
00078616215000	GLACEAU XXX ACAI POM BLBR	SODA POP	SODA POP	$1.39 		2.654778761
00078616275000	GLACEAU SMART WATER 75 M	SODA POP	SODA POP	$1.19 		2.654778761
00079452290900	TAZO GIANT PEACH 13.8OZ	SODA POP	SODA POP	$1.99 		2.654778761
00081809400001	ROCKSTAR 16 OZ	SODA POP	SODA POP	$5.00 		2.654778761
00081809400003	ROCKSTAR 8.4 ENERGY	SODA POP	SODA POP	$1.69 		2.654778761
00081809400014	ROCKSTAR 24 OZ	SODA POP	SODA POP	$2.69 		2.654778761
00081809400015	ROCKSTAR DIET 24 OZ	SODA POP	SODA POP	$2.69 		2.654778761
00081809400070	ROCK STAR ZERO CARB 16OZ	SODA POP	SODA POP	$2.29 		2.654778761
00081809400074	ROCK STAR ZERO CARB 24OZ	SODA POP	SODA POP	$2.69 		2.654778761
00081809400092	ROCK STAR POM 24OZ	SODA POP	SODA POP	$2.69 		2.654778761
00081809400300	ROCKSTAR PUNCHED	SODA POP	SODA POP	$2.29 		2.654778761
00084288509871	XYIENCE XENERGY MANGO GUA	SODA POP	SODA POP	$1.75 		2.654778761
00085049900121	O WATER LEMON LIME 2 OZ	SODA POP	SODA POP	$1.29 		2.654778761
00000000003286	RED ONIONS	VEGGIE	PRODUCE	$0.89 	VEGGIE	$2.55 
00000000004061	1*CELLO WRAP LETTUCE	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004065	1*XLG GREEN BELL PEPPER	VEGGIE	PRODUCE	$1.00 	VEGGIE	2.547959184
00000000004066	1*GREEN BEANS	VEGGIE	PRODUCE	$1.99 	VEGGIE	2.547959184
00000000004068	1*GREEN ONIONS	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004070	CALIF  SLEEVE CELERY	VEGGIE	PRODUCE	$0.69 	VEGGIE	2.547959184
00000000004072	RUSSET POTATOES	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004073	1*A-SIZE RED POTATO	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004075	1*CALIF RED LEAF LETTUCE	VEGGIE	PRODUCE	$1.29 	VEGGIE	2.547959184
00000000004076	1*CALIF GREEN LEAF LETTU	VEGGIE	PRODUCE	$1.29 	VEGGIE	2.547959184
00000000004078	FRESH YELLOW CORN	VEGGIE	PRODUCE	$1.00 	VEGGIE	2.547959184
00000000004079	1*CAULIFLOWER	VEGGIE	PRODUCE	$1.89 	VEGGIE	2.547959184
00000000004080	9*STANDARD ASPARAGUS	VEGGIE	PRODUCE	$2.99 	VEGGIE	2.547959184
00000000004087	1*ROMA TOMATOES	VEGGIE	PRODUCE	$1.99 	VEGGIE	2.547959184
00000000004088	6*MED RED BELL PEPPER	VEGGIE	PRODUCE	$4.99 	VEGGIE	2.547959184
00000000004089	1*RADISH	VEGGIE	PRODUCE	$0.69 	VEGGIE	2.547959184
00000000004091	JBO SIZE SWEET POTATO	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004093	1*JUMBO YELLOW ONIONS	VEGGIE	PRODUCE	$1.00 	VEGGIE	2.547959184
00000000004161	1*SWEET ONION	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004166	115 SWEET ONION	VEGGIE	PRODUCE	$1.49 	VEGGIE	2.547959184
00000000004548	BROCCOLI CROWNS	VEGGIE	PRODUCE	$1.89 	VEGGIE	2.547959184
00000000004576	CELERY STICKS	VEGGIE	PRODUCE	$2.29 	VEGGIE	2.547959184
00000000004626	6*JICAMA	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004640	1*CALIF ROMAINE LETTUCE	VEGGIE	PRODUCE	$1.29 	VEGGIE	2.547959184
00000000004663	1*JUMBO WHITE ONION	VEGGIE	PRODUCE	$1.49 	VEGGIE	2.547959184
00000000004664	4*HOTHOUSE VINE TOMATOES	VEGGIE	PRODUCE	$1.99 	VEGGIE	2.547959184
00000000004677	ANAHEIM PEPPER	VEGGIE	PRODUCE	$3.99 	VEGGIE	2.547959184
00000000004693	6*BULK JALAPENO PEPPERS	VEGGIE	PRODUCE	$1.99 	VEGGIE	2.547959184
00000000004727	1*YUKON GOLD POTATO	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004782	1*YELLOW SQUASH	VEGGIE	PRODUCE	$1.99 	VEGGIE	2.547959184
00000000004798	NW GROWN LRG TOMATOES	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004799	2*HOTHOUSE XLG TOMATOES	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00000000004808	ROSSO BRUNO TOMATOES	VEGGIE	PRODUCE	$4.99 	VEGGIE	2.547959184
00000000004889	1*CILANTRO	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00001411353385	ALMOND ACCENTS	VEGGIE	PRODUCE	$3.99 	VEGGIE	2.547959184
00003260103115	1*ORGANIC ROMAINE HRTS	VEGGIE	PRODUCE	$4.69 	VEGGIE	2.547959184
00003260190045	1*EB HERB CLAMSHELL SALA	VEGGIE	PRODUCE	$4.69 	VEGGIE	2.547959184
00003260190140	EB ORG BBY GREENS CLAMSHE	VEGGIE	PRODUCE	$7.99 	VEGGIE	2.547959184
00003307400107	1.5# FINGERLING POTATO	VEGGIE	PRODUCE	$4.99 	VEGGIE	2.547959184
00003338367600	SLICED WHITE MUSH CUP	VEGGIE	PRODUCE	$5.00 	VEGGIE	2.547959184
00004500907239	CHARLIES VEGGIE BAG	VEGGIE	PRODUCE	$7.99 	VEGGIE	2.547959184
00004500908124	CHARLIES' GRAB N GO VEGGIE W	VEGGIE	PRODUCE	$4.39 	VEGGIE	2.547959184
00006470113467	4*HH VINE CHERRY TOMATOE	VEGGIE	PRODUCE	$4.99 	VEGGIE	2.547959184
00006602217110	STRAWBERRY TOMATOES	VEGGIE	PRODUCE	$3.99 	VEGGIE	2.547959184
00007127910302	FRESH EXPRESS GARDEN 18 P	VEGGIE	PRODUCE	$0.99 	VEGGIE	2.547959184
00007127913204	1*FRESH EXPRS 9 OZ SPINA	VEGGIE	PRODUCE	$2.99 	VEGGIE	2.547959184
00007127930100	CAESAR SALAD	VEGGIE	PRODUCE	$3.99 	VEGGIE	2.547959184
00007127930105	FRESH EXPRESS BLT CAESAR	VEGGIE	PRODUCE	$5.29 	VEGGIE	2.547959184
00078165521000	SNOQ/FRM ITALIAN PARSLEY	VEGGIE	PRODUCE	$2.89 	VEGGIE	2.547959184
00007775743317	GIFT BAG	WINE ACCESSORIES	WINE ACCESSORIES	$1.99 		$3.74 
00008520000007	S/HOME SAUVIGNON BLANC	WINE ACCESSORIES	WINE ACCESSORIES	$5.49 		3.74
00001208650701	DROUHIN BEAUJOLAIS VILLAGES	WINE BOTTLES	WINE BOTTLES	$9.99 		$10.41 
00001813865702	SAGELANDS WNRY MERLOT C	WINE BOTTLES	WINE BOTTLES	$9.99 		10.41222222
00002284730310	MT VIEW CABERNET	WINE BOTTLES	WINE BOTTLES	$8.99 		10.41222222
00003329369000	SEGURA VIUDAS BRUT RSV NV	WINE BOTTLES	WINE BOTTLES	$6.99 		10.41222222
00004198531184	CORBETT CANYON CAB SAUV	WINE BOTTLES	WINE BOTTLES	$6.99 		10.41222222
00004198535311	CORBETT CANYON WHITE ZIN	WINE BOTTLES	WINE BOTTLES	$8.99 		10.41222222
00008072000062	GLEN ELLEN CHARDONNAY	WINE BOTTLES	WINE BOTTLES	$7.99 		10.41222222
00008088749374	BOGLE PETITE SYRAH 99	WINE BOTTLES	WINE BOTTLES	$10.99 		10.41222222
00008210017906	ARBOR MIST EXOTIC FRUITS	WINE BOTTLES	WINE BOTTLES	$5.99 		10.41222222
00008210073714	HOUGHTON CABERNET SHIRAZ	WINE BOTTLES	WINE BOTTLES	$3.99 		10.41222222
00008224259043	KING FISH CAB SAUVIGNON	WINE BOTTLES	WINE BOTTLES	$4.99 		10.41222222
00008249108302	DRY CREEK CHARDONNAY	WINE BOTTLES	WINE BOTTLES	$15.99 		10.41222222
00008289671029	FETZER CHARD SUN DIAL	WINE BOTTLES	WINE BOTTLES	$6.99 		10.41222222
00008308530038	ESTANCIA PINOT GRIGIO	WINE BOTTLES	WINE BOTTLES	$9.99 		10.41222222
00008312010209	FRANZIA CHARDONNAY NV	WINE BOTTLES	WINE BOTTLES	$14.99 		10.41222222
00008330004232	BOLLA PINOT NOIR	WINE BOTTLES	WINE BOTTLES	$4.99 		10.41222222
00008380404721	COOKS BRUT CHAMPAGNE	WINE BOTTLES	WINE BOTTLES	$4.99 		10.41222222
00008409200002	HONEYWOOD BLCKBERRY	WINE BOTTLES	WINE BOTTLES	$9.99 		10.41222222
00008500001044	REDWOOD CRK CAB	WINE BOTTLES	WINE BOTTLES	$10.49 		10.41222222
00008500001182	FREI BROTHERS RES SYRAH	WINE BOTTLES	WINE BOTTLES	$15.99 		10.41222222
00008500001443	BAREFOOT PINOT GRIGIO	WINE BOTTLES	WINE BOTTLES	$9.99 		10.41222222
00008520000025	SUTTER HM CAB SAUV	WINE BOTTLES	WINE BOTTLES	$4.99 		10.41222222
00008520000029	SUTTER HM WH ZINF	WINE BOTTLES	WINE BOTTLES	$4.99 		10.41222222
00008520000056	SUTTER HM CHARD	WINE BOTTLES	WINE BOTTLES	$9.99 		10.41222222
00008600000257	INGLENOOK CHARD PS NV	WINE BOTTLES	WINE BOTTLES	$5.99 		10.41222222
00008645275050	OAK KNOLL NIAGARA	WINE BOTTLES	WINE BOTTLES	$7.99 		10.41222222
00008678547000	SANTA RITA 12 SRS CABSAU	WINE BOTTLES	WINE BOTTLES	$6.99 		10.41222222
00008823200226	VENDANGE ZINFANDEL NV	WINE BOTTLES	WINE BOTTLES	$7.49 		10.41222222
00008825475872	SEGHESIO ZINFANDEL SONOMA	WINE BOTTLES	WINE BOTTLES	$22.99 		10.41222222
00008858640386	COLUMBIA CREST CHARDONNAY	WINE BOTTLES	WINE BOTTLES	$6.99 		10.41222222
00008858660384	CH STE MICHELLE CHARD 99	WINE BOTTLES	WINE BOTTLES	$10.99 		10.41222222
00008858662184	CH STE MICHELLE JO RIESL	WINE BOTTLES	WINE BOTTLES	$7.49 		10.41222222
